id,shape,d_size,color,clarity,cut,polish,sym,flour,m1,m2,m3,d_depth,d_table,d_ref,reportNo,detail,disc,rate,location,certNo,milky,eyeClean,browness,isbuy,los,isdisp,cert,types,disc1,oldRef,rap,update_time,sys_status,green,up_file_name,is_sh,certificate,daylight,order_by,is_size_normal,black,is_bgm,bt,bc,wt,wc,temp,order_tj,order_sx,rate_add,count_rate,insert_type,currentPage,pageSize,totalPage,totalRecord,shape_en,location_en,is_own_filter_stock,num_all,isown,app_check_code,sign,sessionkey,status,girdle,video,cgno,remark,disc2,rate1
4349940137,圆形,0.45,E,VVS2,EX,EX,EX,NON,4.91,4.96,3.01,61.0,60.0,BG3613,2344610669,71657,-76.98,2389.23,在途,2344610669,无奶,-,无咖,1,www.zuansoft.com,1,GIA,,0.0,BGVIGV,3000.0,"Jun 28, 2020 6:12:43 PM",0,N,71657 0628.xlsx,0,https://www.sunrisediamonds.com.hk/certi/2344610669.pdf,,0,1,N,1,-,-,-,-,4.96,0,0,0.0,2389.23,1,0,0,0,0,ROUND,TRANSIT,True,0,False,0,,,,,,,,,
4351136880,圆形,0.45,E,VVS2,EX,EX,EX,NON,4.88X4.91X3.03,,,61.90,61.00,HZC06,6351087143,947931,-81.0,2443.5,香港,6351087143,无奶,EC0,无咖,1,www.hstdiam.com,1,GIA,,0.0,HZCKI,3000.0,"Jun 28, 2020 11:29:16 PM",0,N,www.hstdiam.com接口导入,0,,,0,1,N,1,-,-,-,-,4.91,0,0,0.0,2443.5,1,0,0,0,0,ROUND,HK,True,0,False,0,,,1,,,,,,
4350908613,圆形,0.45,E,VVS2,EX,EX,EX,NON,4.98,4.96,3,60.3,59,SRD23576,5336489885,68981,-81.8,2454.3,印度,5336489885,无奶,EC0,无咖,1,api.sunrays.diamonds,1,GIA,,1.9,SRDLVZUI,3000.0,"Jun 28, 2020 10:33:04 PM",0,N,sunrays接口导入,0,,,0,1,N,1,-,-,-,-,4.98,0,0,0.0,2454.3,1,0,0,0,0,ROUND,INDIA,True,0,False,0,,,,MED TO STK,,,,,
4348938575,圆形,0.46,E,VVS2,EX,EX,EX,NON,4.93X4.96X3.10,,,62.7,55.0,E233-92139,6345183953,81884,-78.0,2456.4,印度,6345183953,无奶,-,无咖,1,www.zuansoft.com,1,GIA,,0.0,ELVV-HLGVH,3000.0,"Jun 28, 2020 1:57:23 PM",0,,81884 0628.xlsx,0,,,0,1,N,0,-,-,-,-,4.96,0,0,0.0,2456.4,1,0,0,0,0,ROUND,INDIA,True,0,False,0,,,,,,,,,
4350162673,圆形,0.45,E,VVS2,EX,EX,EX,NON,5.02,4.99,3.01,60.1,61,MA-50,1348598779,73302,-82.0,2457.0,印度,1348598779,无奶,-,无咖,1,www.glowstaronline.com,1,GIA,,1.0,MA-ZK,3000.0,"Jun 28, 2020 6:48:05 PM",0,,glowstaronline接口导入,0,,https://s3-ap-southeast-1.amazonaws.com/pics.glowstaronline.com/imaged/ma-50/still.jpg,0,1,N,0,BT0,BC0,-,-,5.02,0,0,0.0,2457.0,1,0,0,0,0,ROUND,INDIA,True,0,False,0,,,,MED to STK,,,,,
4350523354,圆形,0.46,E,VVS2,EX,EX,EX,NON,4.89X4.93X3.07,,,62.60,59.00,F95-34A,1345908577,97085,-79.0,2470.2000000000003,孟买,1345908577,无奶,EC0,无咖,1,ratnakala.dotnodecoders.com,1,GIA,,0.0,FHZ-V2A,3000.0,"Jun 28, 2020 9:11:35 PM",0,,dotnodecoders接口导入,0,,,0,1,N,0,BT1,BC0,-,-,4.93,0,0,0.0,2470.2000000000003,1,0,0,0,0,ROUND,MUMBAI,True,0,False,0,,,,,https://v360.in/Excellent/vision360.html?d=F95-34A,,,,
4350513162,圆形,0.45,E,VVS2,EX,EX,EX,NON,4.86X4.89X3.06,,,62.70,57.00,F164-221A,3355134142,97085,-83.0,2470.5,孟买,3355134142,无奶,EC0,无咖,1,ratnakala.dotnodecoders.com,1,GIA,,0.0,FGI2-LLGA,3000.0,"Jun 28, 2020 9:10:19 PM",0,,dotnodecoders接口导入,0,,,0,1,N,0,BT0,BC0,-,-,4.89,0,0,0.0,2470.5,1,0,0,0,0,ROUND,MUMBAI,True,0,False,0,,,,,https://v360.in/Excellent/vision360.html?d=F164-221A,,,,
4350520335,圆形,0.45,E,VVS2,EX,EX,EX,NON,4.88X4.92X3.07,,,62.60,57.00,F210-72A,7351413086,97085,-83.0,2470.5,孟买,7351413086,无奶,EC0,无咖,1,ratnakala.dotnodecoders.com,1,GIA,,0.0,FLGK-ULA,3000.0,"Jun 28, 2020 9:11:06 PM",0,,dotnodecoders接口导入,0,,,0,1,N,0,BT1,BC0,-,-,4.92,0,0,0.0,2470.5,1,0,0,0,0,ROUND,MUMBAI,True,0,False,0,,,,,https://v360.in/Excellent/vision360.html?d=F210-72A,,,,
4350510650,圆形,0.45,E,VVS2,EX,EX,EX,NON,4.86X4.90X3.05,,,62.50,58.00,F147-206A,6342985353,97085,-83.0,2470.5,孟买,6342985353,无奶,EC0,无咖,1,ratnakala.dotnodecoders.com,1,GIA,,0.0,FG2U-LKIA,3000.0,"Jun 28, 2020 9:09:50 PM",0,,dotnodecoders接口导入,0,,,0,1,N,0,BT0,BC0,-,-,4.90,0,0,0.0,2470.5,1,0,0,0,0,ROUND,MUMBAI,True,0,False,0,,,,,https://v360.in/Excellent/vision360.html?d=F147-206A,,,,
4350523506,圆形,0.45,E,VVS2,EX,EX,EX,NON,4.86X4.90X3.04,,,62.30,58.00,F97-58A,2354282135,97085,-83.0,2470.5,孟买,2354282135,无奶,EC0,无咖,1,ratnakala.dotnodecoders.com,1,GIA,,0.0,FHU-ZDA,3000.0,"Jun 28, 2020 9:11:36 PM",0,,dotnodecoders接口导入,0,,,0,1,N,0,BT0,BC0,-,-,4.90,0,0,0.0,2470.5,1,0,0,0,0,ROUND,MUMBAI,True,0,False,0,,,,,https://v360.in/Excellent/vision360.html?d=F97-58A,,,,
